Summary,Series
"Friction between the lower deckers and senior officers grows when the former are accidentally left behind in space following a spacewalk repair mission. Shari yn Yem, a Starfleet drill instructor, oversees a series of holodeck drills to build better understanding between the crew. They all fail their assigned drills except for Boimler, who achieves high marks but obsessively reruns the drill in an attempt to achieve a perfect score. Mariner and Freeman's disagreements cause the team to fail a simple docking drill in record time, and they come to better appreciate one another. They suspect that the drills were rigged for failure to bring them all together, but Shari reveals that this was actually a bid to ensure her continued employment. The Cerritos is likely to be decommissioned if she submits the failing results, but Boimler's continued running of his drill buys time for Freeman and the crew to demonstrate that they are more than capable. Shari changes their score to passing. Freeman and the senior officers apologize to the lower deckers by providing them with a senior officer food replicator.",LD
"On the Klingon ship IKS Che'Ta, lower decks officer Ma'ah hopes to become the second officer to Captain Dorg. He earns Dorg's respect through violence and accompanies him to a meeting with the Pakleds, where he is disturbed to learn that Dorg has been supplying the Pakleds with weapons and Veruvian bombs for use against Earth. On a Vulcan cruiser, the Sh'Vahl, lower decks officer T'lyn is criticized by her captain and fellow crew for her emotional reasoning, but is able to convince them to investigate an anomaly in the sector. T'lyn has detected the Pakleds' testing of the Veruvian bombs, which the Cerritos also detects and investigates. The Pakleds and the Che'Ta attack the Cerritos, which is saved by the arrival of the Sh'Vahl. Aboard the Che'Ta, Ma'ah challenges Dorg's dishonorable use of the Pakleds and his insubordination of the Klingon High Council's wishes, killing him in battle and becoming captain. He orders the Che'Ta to retreat while the Pakleds also flee. Despite her success, T'lyn is punished for her continued emotional transgressions by being transferred to a Starfleet ship.",LD
"The Cerritos is assigned to assist the USS Archimedes and Captain Sonya Gomez in a first-contact mission. A solar flare results in the Archimedes losing power and being pulled into a planet's gravity well, but a modified Cerritos stabilize the Archimedes with a tractor beam. Meanwhile, Freeman has been offered a promotion which will take her off the Cerritos; Mariner, overhearing this and fearing abandonment, spreads the word to the senior staff who begin to bicker with Freeman. Tendi learns that she is being removed from sickbay staff and worries until Dr. T'Ana explains that she is being wasted there and will be promoted to the sciences division. Rutherford begins having trouble with his cybernetic implant, which is running out of storage space, and admits to Billups that he makes triple backups of his memories of Tendi because he is unwilling to lose their friendship. When he decides to delete his redundant memories he sees a different memory that suggests his cybernetic implant was installed against his wishes. Later, Freeman is arrested for allegedly detonating a Veruvian bomb on Pakled Planet.",LD
"In an interview, retired Starfleet Admiral Jean-Luc Picard reveals that he resigned in protest after Starfleet abandoned plans to rescue Romulan citizens from a supernova when rogue synthetics attacked the rescue fleet. Starfleet banned the creation of synthetics after the attack. Romulan assassins attack a young woman named Dahj and kill her partner. This triggers something in Dahj, and she is able to kill the assassins. Experiencing visions of Picard and seeing his interview, Dahj seeks him out. After meeting her, Picard visits Starfleet Archives and finds a painting that features a figure who resembles Dahj. Entitled ""Daughter"", the painting was given to Picard by his android former lieutenant commander Data. More assassins attack Picard and Dahj, and Dahj is killed. Picard meets with Dr. Agnes Jurati at the Daystrom Institute, who explains that Dahj could be Data's daughter due to an experimental procedure known as fractal neuronic cloning, which results in twin androids with organic bodies. Meanwhile, Dahj's twin, Soji Asha, is working in a Borg Cube that has been reclaimed by Romulan refugees.",PIC
"Hoping to find Soji before the assassins get to her, Picard investigates Dahj's apartment with his Romulan employee Laris. The latter believes the assassins may be members of the Zhat Vash, a secretive organization with a deep-rooted hatred of synthetics, and helps Picard discover Soji's location from Dahj's computer. On the Borg Cube, called the ""Artifact"", Soji develops a relationship with Romulan agent Narek while she works on a project to remove Borg technology from former Borg drones. Despite the onset of a terminal illness, Picard asks Starfleet Admiral Kirsten Clancy for a ship and crew to find Soji. She refuses him and refers the incident to Starfleet's security chief Commodore Oh, who discusses it with a lieutenant; this is Narek's sister Narissa in disguise. Narissa led the assassins to kill Dahj while Narek is approaching his target, Soji, with seduction rather than violence. Picard decides to find and save Soji himself and begins to assemble a new crew, starting with his former Starfleet first officer Raffi Musiker.",PIC
"When Picard resigned following the synth attack on Mars, Starfleet fired Raffi. Now she resents him for that, and for not helping her in the subsequent years, and refuses to join him. However, she does find him a freelance pilot named Rios. On the Artifact, the reclamation project's director, the former Borg drone Hugh, allows Soji to interview a Romulan that has been reclaimed from the Borg. This Romulan declares Soji to be ""the destroyer"" and tries to kill herself, but Soji unknowingly uses her enhanced speed to stop this from happening. Narissa warns Narek not to get emotionally attached to Soji. Oh approaches Dr. Jurati, who reveals her discussion with Picard. Shortly after this, Picard is attacked by Zhat Vash operatives. Jurati helps kill all of them but one, who also calls Soji ""the destroyer"" before committing suicide. Picard agrees to take Jurati on his mission to find Soji, and the pair transport aboard Rios's ship La Sirena. There they are also joined by Raffi, who believes that Soji's creator Bruce Maddox is on the planet Freecloud and will travel with them that far.",PIC
"Picard asks Rios to make a detour to the planet Vashti, where he helped relocate Romulan refugees before the attack on Mars. Picard had befriended a young boy named Elnor and promised to return for him, but abandoned the boy after he resigned from Starfleet. Elnor was then raised by the Qowat Milat, warrior nuns who have sworn an oath of absolute candor. Picard asks Elnor to join his quest; Elnor initially refuses, but changes his mind when Picard is attacked by Romulans who resent Starfleet for abandoning the evacuation effort. Picard and Elnor beam up to La Sirena, where Rios and Raffi are fighting with a local warlord. A mystery ship helps La Sirena win the battle but is damaged in the process. They beam the pilot, former Borg drone Seven of Nine, to La Sirena. On the Artifact, Soji tries to learn more about the Romulans that were assimilated by the Artifact and their prophesied ""destroyer"". Narek offers to get her information on the Romulans, but the pair have a falling out when he expresses doubt about Soji's past. Narissa gives Narek one week to get information on other synths from Soji.",PIC
"Years ago, Seven of Nine was forced to euthanize her close friend Icheb after his Borg implants were ripped out by black market dealer Bjayzl. Now, Seven travels with La Sirena to Freecloud, where Raffi learns that Bjayzl has Maddox captive and intends to sell him to the Romulans. To free Maddox, Picard's crew stage a prisoner exchange with Seven as the bait. Meanwhile, Raffi unsuccessfully tries to reconnect with her estranged son Gabriel before returning to La Sirena. When Bjayzl recognizes Seven, the latter drops the charade and reveals her true intention: to kill Bjayzl and avenge Icheb. Picard convinces Seven not to seek revenge, and Maddox is safely beamed to La Sirena. Later, Seven returns to Freecloud and kills Bjayzl without Picard's knowledge. In the La Sirena sickbay, Maddox tells Picard that he sent Soji and Dahj to the Artifact and Earth, respectively, in order to discover the true motivation behind the Starfleet synth ban. Once left alone by Picard, Jurati confronts Maddox and discusses the fact that they used to secretly be in a relationship together. Jurati then murders Maddox.",PIC
"Narek realizes that Soji has the same nightmare each night, and plans to use this to find where she was created. Struggling with the guilt of murdering Maddox, Jurati has sex with Rios. To board the Artifact without causing a diplomatic incident with the Romulans, Picard asks Raffi to procure official clearance from the Federation. Raffi, drunk and high following her son's rejection, convinces an old Starfleet acquiantance to provide the clearance. This allows Picard to beam aboard the Artifact and reconnect with Hugh. Due to Narek's manipulation, Soji begins to discover that her identity was recently manufactured, and he guides her through the Romulan meditation practice of Zhal Makh to explore her dreams: she is able to identify clues hinting at the place she was created. Narek tells Soji that she is not real, and attempts to poison her with radiation. This activates her self-defense mechanism which allows her to survive. Soji runs into Picard, and Hugh helps them transport to the nearby planet Nepenthe. Elnor beams aboard the Artifact to help Hugh cover their tracks.",PIC
"When Jurati was approached by Oh, the latter used a Vulcan mind meld to reveal the horrifying potential consequences of allowing synthetic life like Soji to exist. Jurati agreed to help destroy her, and ingested a tracking device. Narek now uses that to track La Sirena until a guilt-ridden Jurati takes an injection that places her in a coma and stops the tracking. Elnor's attempts to protect Hugh on the Artifact are unsuccessful when Narissa fatally wounds Hugh. Before dying, Hugh gives Elnor a device to signal Seven of Nine's vigilante group, the Fenris Rangers. On Nepenthe, Picard reunites with his old friends and colleagues William Riker and Deanna Troi, whose son Thad died after the medical procedure he required was banned as part of the synthetic ban. Riker, Troi, and their daughter Kestra give shelter to Picard and Soji until La Sirena arrives. Troi and Riker can see Soji's pain following Narek's betrayal, and help Picard begin to earn her trust. The family also try to help Soji come to terms with being an android, and are able to help identify the location from her dream.",PIC
"Picard and Soji beam aboard La Sirena, and Rios has a panic attack when he sees Soji. When Jurati wakes up she offers to turn herself over to Starfleet, and after meeting Soji she chooses not to harm her. Rios tells Raffi about his Starfleet captain, who murdered two people on Starfleet's orders before committing suicide. Raffi also pieces together that the Romulans discovered a warning from a past civilization about the horrors of evolved synthetic life, and the Zhat Vash sent the half-Romulan Oh to infiltrate Starfleet and instigate the Mars attack as part of their anti-synth plan. The people Rios's captain murdered were synths from Soji's homeworld, and one of them, Janna, looked just like her. Hearing this activates memories for Soji and she plots a course for her home, still followed by Narek. On the Artifact, Seven of Nine arrives to help Elnor fight the Romulans. She connects with the Cube and the Borg drones that are in stasis on it, but the Romulans kill all of the drones by releasing them into space. The Romulans then abandon the Artifact and prepare to invade the synth world.",PIC
"Part 1: Using a Borg transwarp conduit, La Sirena arrives at Soji's homeworld, Coppelius, several days before the Romulan fleet. Narek arrives and attacks, but is interrupted when the Artifact follows them through the transwarp conduit as well. A planetary defense system in the form of giant orchids drags the three ships to the planet's surface, and Picard requires medical attention following the crash. Jurati discovers his terminal illness, and Picard reveals it to the rest of the crew. After finding Elnor and Seven alive in the wreckage of the Artifact, the crew travels to the settlement where Dahj and Soji were created. They find Maddox's partner (and the son of Data's creator) Altan Inigo Soong with a colony of synths, including Janna's twin Sutra. Sutra uses a mind meld to see the vision Oh showed Jurati, and believes that it is a message to synthetic life from higher beings willing to destroy organic life. Soong, Soji, and the other synths support Sutra's plan to call these beings before the Romulans arrive. Picard disagrees, and is taken prisoner. Part 2: Narek convinces Raffi, Rios, and Elnor to help him destroy the synths' beacon. Jurati frees Picard and the pair escape to La Sirena, which Picard flies to confront and stall the Romulans. Narissa targets La Sirena with the Artifacts' defenses, but is stopped and killed by Seven of Nine. Soong discovers that Sutra worked with Narek to convince the other synths to agree with her plan, and he incapacitates her. Soji foils the attempt to destroy the beacon, and activates it. Picard begins to succumb to his illness, but Jurati prolongs his life long enough for him to distract the Romulans until a Starfleet armada arrives in support, led by Riker. This gives Soji the choice to turn the beacon off herself, which she does, and the Romulans retreat. Picard dies after Jurati and Soong transfer his consciousness into a device holding Maddox's copy of Data's consciousness. Picard says goodbye to Data before awaking in a synthetic ""golem"" body. After the Federation lifts the ban on synths, Picard and Soji set off in La Sirena with Rios, Raffi, Jurati, Elnor, and Seven of Nine.",PIC
Janeway and Tuvok work with the Borg and meet Seven of Nine as they collaborate on developing a weapon against Species 8472 in exchange for safe passage through Borg space.,VOY
Kes' mental abilities develop to a point where they endanger Voyager while The Doctor and Janeway slowly help Seven of Nine cope with being severed from the Borg.,VOY
B'Elanna tries to observe the Klingon Day of Honor after the warp core is lost.,VOY
A hologram contacts Voyager and the Doctor is excited to meet another hologram.,VOY
Seven of Nine experiences Borg flashbacks as she attempts to become more human.,VOY
The crew have unexplained illnesses as they are closely observed by unseen intruders.,VOY
"Voyager creates a new Astrometrics lab, which maps a new course that brings them into contact with a Krenim temporal ship that can erase things from history.",VOY
A badly damaged Voyager hides in a nebula as a skeleton crew attempts repairs; meanwhile the Krenim commander proposes a compromise to Chakotay and Tom Paris.,VOY
Torres is arrested while visiting a world of telepaths where violent thoughts are a crime.,VOY
"Aliens steal several key components of Voyager, which are retrieved with assistance from a holographic Leonardo da Vinci.",VOY
"Neelix dies in an attempt to sample proto-matter from a nebula. Seven of Nine helps resuscitate him using Borg nanoprobes, but Neelix, having no memory of an afterlife of any kind, experiences a spiritual crisis.",VOY
"The crew becomes trapped in a shared nightmare generated by alien technology. Only Chakotay, through his Native American spiritual capabilities, can save them.",VOY
"The Doctor's program is sent to an advanced Starfleet vessel via a vast ancient communications network, but he soon discovers that only he and the ship's own EMH remain to fight against Romulans who have taken over the ship and are attempting to return to Romulan space with it.",VOY
Letters from home and Starfleet Command get held up at a Hirogen relay station and Janeway sets course to retrieve it.,VOY
Voyager rescues a Hirogen survivor who tells them a new kind of prey is on the loose.,VOY
"After experiencing unsettling hallucinations, Seven of Nine is hypnotized by the Doctor whose analysis reveals a trader might have extracted Borg technology from Seven without her consent.",VOY
"The Hirogen implant devices into the crew making them believe they are characters within the holodecks being used for hunts, all set in World War II Europe.",VOY
"An alien shuttle with a prototype propulsion system suddenly appears and requires assistance. Paris is restless and volunteers to help the pilot, Steth, repair the shuttle.",VOY
"Janeway undertakes the Omega Directive, an order to destroy Omega molecules, even if it means violating the Prime Directive.",VOY
An alien female from a cloaked ship asks for Chakotay by name and requests asylum on Voyager from her people.,VOY
A Kyrian museum curator 700 years in the future hopes a Voyager relic containing a copy of the Doctor can confirm their version of history.,VOY
Tom Paris and Harry Kim take a shuttle down to an extremely inhospitable planet to obtain fuel.,VOY
Seven of Nine is left alone on Voyager when a nebula's deadly radiation forces the rest of the crew to stay in stasis and the Doctor's holographic program is disrupted.,VOY
"Paris and Neelix return from a mission with a passenger named Arturis who knows more than 4,000 languages. He manages to decode a message from Starfleet that could lead to a way home.",VOY
"A new joint Federation/Bajoran crew is assigned to a former Cardassian space station: Deep Space Nine. Benjamin Sisko, the new station commander, is declared the Emissary of the Prophets by a Bajoran priest, and discovers a stable wormhole connecting Bajor to the Gamma Quadrant on the other side of the galaxy. Originally shown as a two-hour pilot movie, but converted to two separate episodes in syndication.",DS9
"A Bajoran terrorist with ties to Kira arrives on Deep Space Nine and is pursued by the Cardassians. Garak, a mysterious Cardassian tailor who lives on the station, assists in uncovering what he is up to.",DS9
Odo is accused of the murder of a Bajoran smuggler.,DS9
"A mysterious virus plagues the station, causing first aphasia and eventually death.",DS9
O'Brien befriends an alien from the Gamma Quadrant who is being hunted.,DS9
"Q and Vash arrive on Deep Space Nine. However, Vash has grown annoyed by Q's attention and wants him to leave her alone.",DS9
"Jadzia Dax is arrested for a murder allegedly committed by Curzon Dax, a previous host of her symbiont. An extradition hearing is held to determine whether Jadzia can be held liable for Curzon's actions.",DS9
A sinister criminal cheats death to hide his consciousness in the mind of someone on Deep Space Nine.,DS9
"Quark plays a board game with the Wadi, a newly encountered species from the Gamma Quadrant, and the lives of the crew seemingly depend on the outcome.",DS9
"Quark is named as the head of the Ferengi Alliance by Grand Nagus Zek, but he is now surrounded by enemies.",DS9
Odo discovers he might not be the only one of his kind when a visitor from the Gamma Quadrant claims he can contact Odo's people.,DS9
"The spiritual leader of Bajor, Kai Opaka, travels with Sisko, Bashir and Kira on a trip to the Gamma Quadrant, but is stranded on a world where the dead are resurrected.",DS9
O'Brien is recruited to save a Bajoran village from destruction by a mysterious cloud creature.,DS9
Kira has to deal with a stubborn farmer (Brian Keith) who refuses to leave his home even though it is slated for demolition.,DS9
"Deep Space Nine is put in jeopardy when the crew's thoughts manifest themselves, and such figures as Rumpelstiltskin appear.",DS9
"The Federation ambassador from Betazed, Lwaxana Troi, visits the station, and develops an affection for Odo. Meanwhile, data from a mysterious Gamma Quadrant probe causes system failures on DS9.",DS9
Tensions rise between the DS9 crew members after they are telepathically imprinted with the memories of participants in an alien power struggle.,DS9
"A visiting Cardassian, Marritza, may in fact be the notorious war criminal Gul Darhe'el, butcher of Gallitep labor camp, and Kira is determined to bring him down.",DS9
"A conniving Bajoran cleric, Vedek Winn, protests Keiko O'Brien's school on Deep Space Nine when she discovers Keiko is teaching her students that the inhabitants of the wormhole are aliens, not gods.",DS9
Quark gives Kira a Bajoran earring he claims was sent as a message from a Cardassian mining planet. (Part 1 of 3),DS9
"The Circle attempts to topple the Bajoran government, but there is more to the situation than meets the eye. (Part 2 of 3)",DS9
"Sisko and Li Nalas help stop Deep Space Nine from being commandeered by the Bajorans, while Kira and Dax try to put an end to the Circle by presenting evidence that Minister Jaro is being backed by the Cardassians. (Part 3 of 3)",DS9
"A plasma storm leads to the evacuation of most of the station, but a Trill refugee has his own plans.",DS9
"Garak investigates the identity of a Cardassian boy, Rugal, abandoned on Bajor, who has been raised by a Bajoran.",DS9
"Bashir tries to help Ensign Melora Pazlar, the first Elaysian to join Starfleet, adjust to ""normal"" gravity.",DS9
"Quark represents Grand Nagus Zek in a plot to establish a Ferengi business presence in the Gamma Quadrant. Pel, a young Ferengi, teams up with Quark and they learn that to do business in the Gamma Quadrant they must contact the Keremma, a member race of the Dominion.",DS9
"When Quark is shot, Odo re-opens a five-year-old murder case of a Bajoran, Mr. Vaatrik, who was a Cardassian collaborator.",DS9
"A mysterious woman, Fenna, catches Sisko's eye during their fleeting meetings. Meanwhile, an extremely egotistical scientist is working on a project to re-ignite a dead star.",DS9
"The Skrreea, displaced humanoid farmers from the Gamma Quadrant, claim Bajor as Kentanna, their legendary homeland.",DS9
"Quark feels threatened when a charming swindler, Martus Mazur, opens a competing bar, known as Club Martus.",DS9
"A scientist, Dr. Mora Pol of the Bajoran Science Institute, finds a life-form in the Gamma Quadrant that may be related to Odo.",DS9
"O'Brien and Bashir help two warring races, the Kellerun and T'lani, erase all knowledge of a deadly biological weapon, but are not trusted to keep what they have learned a secret.",DS9
"While preparing the station for upcoming peace talks, O'Brien discovers that the crew have been hiding information from him and giving orders behind his back. O'Brien begins to suspect everyone on the station is gradually being altered or replaced by an unknown force.",DS9
"Commander Sisko and Chief O'Brien are stranded on a planet, Aurelius, where their leader, Alixus, rejects technology, even when it means the death of others.",DS9
Odo and Dax investigate why a village's residents are disappearing.,DS9
"Dax is supervising Arjin, a Trill candidate for joining, and she helps him find his voice and discover what he wants from life and from joining. Meanwhile, a proto-universe threatens to destroy the station and Bajor.",DS9
"Quark is reunited with his former Cardassian lover, Natima Lang, but she is engaged in dangerous political intrigue with her students Rekela and Hogue: they want to reduce the political power of the Cardassian military.",DS9
"Jadzia Dax honors an oath made by Curzon Dax to three Klingons (Kor, Koloth, and Kang), and goes with them on a crusade against their sworn enemy ""the Albino"" who murdered their firstborn children as revenge for stopping his raid on a Klingon colony.",DS9
"Federation colonists reject a treaty with Cardassia and take matters into their own hands, forming a terrorist group called 'The Maquis'.",DS9
Federation colonists reject a treaty with Cardassia and take matters into their own hands by planning to destroy a weapons depot at the Cardassian Bryma colony.,DS9
"In order to save Garak's life, Bashir must unravel some of the secrets in the Cardassian's past.",DS9
"Kira and Bashir accidentally cross into the Mirror Universe, where a Klingon-Cardassian alliance rules and Terrans are slaves on the station. A century before, James T. Kirk had made a similar crossover, affecting human and galactic history.",DS9
"A Bajoran secretary named Kubus, who aided the Cardassian occupation forces, wants to return home from exile. Vedek Winn engages in a power play against Vedek Bareil to become Kai.",DS9
"O'Brien is declared guilty of an unspecified crime and later ""tried"" at a tribunal held on Cardassia Prime.",DS9
"Sisko, Jake, Nog, and Quark go camping on a Gamma Quadrant world. Sisko and Quark are captured by mysterious soldiers called the Jem'Hadar and meet a force, the Dominion, to rival the Federation.",DS9
"Sisko takes the new USS Defiant into the Gamma Quadrant to find the mysterious leaders of the Dominion and avert a war, while Odo is drawn by instinct towards his home planet in the Omarion Nebula.",DS9
Odo begins to connect with his fellow Changelings as Sisko attempts to negotiate peace with the Dominion.,DS9
"Quark brags falsely about killing a Klingon, Kozak, and is then forced to marry the widow, Grilka, founding his own 'House of Quark'.",DS9
A secret from Dax's past could mean the end of the current host's life.,DS9
"Kira is kidnapped by Cardassians, surgically altered to look Cardassian and told she is actually an undercover Cardassian agent.",DS9
"Quark purchases a salvaged ship from the Gamma Quadrant and discovers an infant on board. Sisko invites Mardah, the dabo woman Jake is interested in, to dinner. Odo officially gets quarters aboard DS9.",DS9
"Deep Space Nine is progressively locked down after O'Brien, Jake and Sisko accidentally activate an automated Cardassian security program. The program's counter-insurgency measures keep escalating until it initiates an auto-destruct. Gul Dukat beams on board, but is unable to stop the self-destruct sequence.",DS9
"Dax falls in love with Deral, who will soon disappear because he is a member of Meridian, a planet that phases between dimensions every 60 years.",DS9
"Commander William Riker shows up unannounced and Kira shows him the Defiant, where his real identity and his true motives for coming to Deep Space Nine are revealed.",DS9
Lwaxana Troi pursues Odo during the Bajoran Gratitude Festival as members of the crew suddenly become infatuated with one another.,DS9
"A transporter accident sends Sisko, Bashir, and Dax three centuries into Earth's dark past to a time just before the Bell riots, a violent civil disturbance in opposition to Sanctuaries which are controlled ghettos for the dispossessed.",DS9
"Sisko assumes the role of a pivotal historical figure, Gabriel Bell, in order to restore the timeline.",DS9
Bashir's ethics are put to the test as he keeps Vedek Bareil alive long enough to help Kai Winn complete negotiations for a peace treaty with Cardassia.,DS9
"When Kira's life is put in jeopardy, Odo expresses the depth of his feelings for her. Meanwhile, back on the station, Nog requests a letter of recommendation to Starfleet.",DS9
"Despite Trakor's Bajoran prophecy of destruction, Sisko assists in a joint scientific venture with the Cardassians to open communications through the Bajoran wormhole. Sisko is forced to face his status as Emissary seriously in the face of the prophecy.",DS9
"Quark discovers that Grand Nagus Zek has written a new virtuous and benevolent set of the Rules of Acquisition, which would put an end to traditional Ferengi ways. Bashir is oddly disturbed when he is nominated for a highly prestigious medical award.",DS9
"Exposure to radiation causes O'Brien to jump five hours into the future for brief periods, including one that shows Deep Space Nine's destruction, while the station hosts Romulan and Klingon delegations.",DS9
"Approaching his 30th birthday, Julian Bashir is subjected to a telepathic attack by an alien seeking a restricted substance. He wakes up to find the station almost deserted and that he is aging rapidly.",DS9
"Sisko is convinced by ""Smiley"" O'Brien from the Mirror Universe to assume the role of the dead Captain Sisko.",DS9
"Garak's tailor shop is bombed, forcing Odo to investigate who is trying to kill the Cardassian exile – and why. (Part 1 of 2)",DS9
"Garak reluctantly tortures Odo for information to prove his loyalty to his former mentor, Enabran Tain, as a joint Tal Shiar/Obsidian Order attack on the Founders in the Omarian Nebula is underway. (Part 2 of 2)",DS9
Sisko builds a replica of an ancient Bajoran space vessel and with Jake attempts to prove that the Bajorans developed interstellar travel before Cardassians. Bashir frets over the impending visit of the classmate who graduated first in his class at Starfleet Medical Academy.,DS9
"Quark returns to his home planet to confront his mother (Moogie) after hearing from the Ferengi Commerce Authority that she broke the law by earning profit. Sisko meets Captain Kasidy Yates as a romantic interest, which Sisko has discovered his son has told most of the station about.",DS9
"Kai Winn needs Kira to convince the former resistance leader Shakaar, now a farmer on Bajor, to return soil reclamators needed elsewhere in Rakantha, which used to be Bajor's most productive agricultural region.",DS9
"Jadzia Dax deals with feelings of inferiority as she encounters past hosts in a Trill Zhian'tara ceremony which is able to transfer the memories of former hosts into another recipient, and Odo takes on the role of Curzon Dax during the experience.",DS9
Ambassador Krajensky informs newly promoted Captain Sisko that there has been a coup on Tzenketh. He orders Sisko to take the Defiant to the nearby Federation colonies to ”show the flag” and keep the Tzenkethi quiet. A Changeling hides on board the Defiant and sabotages the ship.,DS9
"A Klingon fleet arrives on its way to expand the Klingon Empire at the expense of the Cardassians in the face of the Dominion threat, and Worf is brought to DS9 to negotiate.",DS9
An elderly Jake Sisko relates the story of how he lost his father to a temporal displacement accident.,DS9
"Bashir is captured, with Chief O'Brien, by a rogue group of Jem'Hadar who are attempting to overcome their genetic addiction to Ketracel White. Their leader, Goran'Agar, is able to survive without it and forces Bashir to find out why. Worf is finding it difficult to leave security matters to Security Chief Odo.",DS9
"Forced to bring along Dukat on a personal mission to investigate the fate of the Cardassian prison ship Ravinok, which disappeared 6 years ago, Kira discovers the real reason her old enemy wants to accompany her. Sisko appears to have reservations about Kasidy Yates' coming to live on the station.",DS9
"Dax is reunited with Lenara Kahn, whose previous host was the wife of one of Dax's former hosts, Torias Dax, and the two struggle with their feelings for one another.",DS9
The USS Defiant becomes trapped in the atmosphere of a gas giant while battling with the Jem'Hadar.,DS9
"Quark, Rom, Nog, and Odo are accidentally thrust back in time to Roswell, New Mexico, Earth, in 1947.",DS9
"Worf, Dax and a revered Klingon Dahar master, Kor, search for the Sword of Kahless to unite the Klingon Empire.",DS9
"Bashir plays a 1960s secret agent in a holosuite, when Garak unexpectedly intrudes, but his help is needed when the DS9 computer uses the holosuite to store the patterns of other crew members during a transporter accident.",DS9
Sisko and Odo are brought to Earth when it's suspected Changelings are infiltrating Starfleet. (Part 1 of 2),DS9
"As Sisko and Odo prepare for a Dominion invasion, they discover a plot to place the Federation under military control. (Part 2 of 2)",DS9
"Odo's hidden feelings for Kira surface when the visiting Bajoran First Minister, Shakaar Edon, begins to court her.",DS9
Dukat seeks Kira's help in regaining his rank in the Cardassian Union.,DS9
"Cast out of Klingon society because of Worf's dishonor, his brother, Kurn, asks Worf to kill him. Kira and O'Brien investigate a mysterious high-energy discharge just outside Bajoran space.",DS9
"After he nearly dies because his contract kept him from seeking medical help, Rom organizes the Guild of Restaurant and Casino employees, a union for Quark's downtrodden staff, and they go on strike when their demands for fairer treatment are rejected.",DS9
"A famous Bajoran poet, Akorem Laan, who disappeared over 200 years ago, appears from the wormhole and convinces Sisko that he is the true Emissary, but when he announces a return to the pre-occupation caste system, Sisko points out it would disqualify Bajor for membership in The Federation. O'Brien is less than enthusiastic when Keiko announces she's expecting.",DS9
Worf accidentally destroys a civilian ship during battle and faces a hearing to determine whether he should be extradited to the Klingon Empire.,DS9
O'Brien's mind has been altered to create memories of being incarcerated for 20 years on an alien world on charges of espionage and sedition.,DS9
Sisko attempts to rescue Jake after he is lured into the war-torn Mirror Universe by his mother's living counterpart.,DS9
"While Odo assists a pregnant Lwaxana Troi, Jake falls under the spell of a mysterious woman, Onaya.",DS9
"Sisko learns that his girlfriend Kasidy might be a Maquis smuggler. Garak has taken interest in Gul Dukat's half Bajoran daughter, Tora Ziyal.",DS9
Sisko and the Defiant crew join forces with the Jem'Hadar to stop a group of Jem'Hadar renegades from gaining power using an Iconian Gateway discovered in the Gamma Quadrant.,DS9
Bashir tries to free the population of a Gamma Quadrant world in the Teplan system of an engineered disease left by the Dominion 200 years previously.,DS9
"Quark is diagnosed with a terminal disease, Dorek's Syndrome, and given a week to live. Due to an unavoidable accident on the runabout Volga, Miles' and Keiko's unborn baby is transferred to Major Kira by Dr. Bashir.",DS9
Odo collapses and is taken to the infirmary. Bashir discovers Odo is losing his ability to maintain solid form.,DS9
Starfleet assigns Sisko to expose the Changeling infiltrator in the Klingon Empire.,DS9
"While exploring in the Gamma Quadrant, Sisko, Dax, Worf, and O'Brien see a Jem'Hadar warship crash on a planet's surface. Odo arrests Dr. Bashir and Quark.",DS9
"Worf finds himself attracted to Grilka, Quark's ex wife (episode 3.3), when she visits the station.",DS9
"Dr. Bashir has been away at a conference and Jake Sisko has accompanied him to research a profile he is writing about the doctor. Returning in a runabout, they get a distress call from a Federation colony under Klingon attack.",DS9
Keiko returns from a journey and informs O'Brien that she is really an entity that has taken possession of his wife's body.,DS9
"Darvin, a disgraced Klingon spy, travels back in time. The DS9 crew must prevent him from altering the timeline. Based on the original Star Trek episode ""The Trouble with Tribbles"" by David Gerrold.",DS9
"Worf and Dax vacation on the pleasure planet, Risa, and encounter unexpected dangers.",DS9
"Sisko, Odo, Dax and Garak are found unconscious. While Bashir attempts to revive their bodies, the four wake up during the Cardassian occupation of Bajor several years earlier.",DS9
"Forced to crash-land on a desolate planet, Odo and Quark must climb a mountain to transmit a distress signal. Jake and Nog (temporarily back at DS9) find sharing quarters isn't as enjoyable as they thought it would be.",DS9
"An accident causes Sisko to have prophetic visions. When he finds an ancient Bajoran city, lost for 20,000 years, Kai Winn reconsiders her attitude towards him.",DS9
Someone is killing former members of Kira's resistance cell and she might be next.,DS9
"When Quark discovers an infant Changeling, it has a profound effect on Odo. Meanwhile, Kira goes into labor.",DS9
Michael Eddington returns and Sisko becomes obsessed with catching him.,DS9
Worf and Garak journey to the Gamma Quadrant to investigate a coded Cardassian message. (Part 1 of 2),DS9
Gul Dukat aligns the Cardassians with the Dominion. The station must deal with a Changeling infiltrator. (Part 2 of 2),DS9
"Julian Bashir is selected to become the model for a Long-term Medical Hologram, until a family secret is revealed. Rom has great difficulty in telling Leeta something.",DS9
"Odo falls in love with a woman, Arissa, involved in the Orion Syndicate.",DS9
